INFO  2017-01-12 14:00:01,148 915301ms AlertDataCls           MoveNext           - Alert Processing Scheduler Execute Successfully
DEBUG 2017-01-12 15:16:09,872  6786ms Global                 Application_Start  - Site Starting Debug....
ERROR 2017-01-12 15:17:51,816 108730ms DashboardController    GetDashboard       - An error occurred while executing the command definition. See the inner exception for details.
ERROR 2017-01-12 15:18:28,725 145639ms DashboardController    GetDashboard       - An error occurred while executing the command definition. See the inner exception for details.
ERROR 2017-01-12 15:23:23,727 440641ms DashboardController    GetDashboard       - An error occurred while executing the command definition. See the inner exception for details.
INFO  2017-01-12 16:00:01,243 2638157ms AlertDataCls           MoveNext           - Alert Processing Scheduler Execute Successfully
DEBUG 2017-01-16 13:33:51,151  6219ms Global                 Application_Start  - Site Starting Debug....
ERROR 2017-01-16 13:35:27,110 102178ms AccountController      LogIn              - The underlying provider failed on Open.
ERROR 2017-01-16 13:36:40,912 175980ms AccountController      LogIn              - The underlying provider failed on Open.
DEBUG 2017-01-16 13:41:10,100  5657ms Global                 Application_Start  - Site Starting Debug....
DEBUG 2017-01-16 13:52:25,248  6466ms Global                 Application_Start  - Site Starting Debug....
ERROR 2017-01-16 13:54:39,225 140443ms DashboardController    GetDashboard       - An error occurred while executing the command definition. See the inner exception for details.
ERROR 2017-01-16 13:55:29,432 190650ms WidgetDataController   HeatMap            - An error occurred while executing the command definition. See the inner exception for details.
INFO  2017-01-16 14:00:00,137 461355ms AlertDataCls           MoveNext           - Alert Processing Scheduler Execute Successfully
ERROR 2017-01-16 14:24:16,349 1917567ms AlertDataCls           MoveNext           - One or more errors occurred.
DEBUG 2017-01-17 10:32:28,025 13469ms Global                 Application_Start  - Site Starting Debug....
ERROR 2017-01-17 10:34:18,738 124181ms DashboardController    GetDashboard       - An error occurred while executing the command definition. See the inner exception for details.
ERROR 2017-01-17 10:34:26,273 131716ms WidgetController       Update             - Object reference not set to an instance of an object.
ERROR 2017-01-17 10:35:12,450 177894ms WidgetDataController   OnOffProfileData   - An error occurred while executing the command definition. See the inner exception for details.
ERROR 2017-01-17 10:37:23,952 309395ms WidgetDataController   OnOffProfileData   - An error occurred while executing the command definition. See the inner exception for details.
ERROR 2017-01-17 10:38:27,966 373410ms WidgetDataController   OnOffProfileData   - An error occurred while executing the command definition. See the inner exception for details.
ERROR 2017-01-17 10:39:32,459 437903ms WidgetDataController   HeatMap            - An error occurred while executing the command definition. See the inner exception for details.
ERROR 2017-01-17 10:41:54,919 580363ms WidgetDataController   OnOffProfileData   - An error occurred while executing the command definition. See the inner exception for details.
ERROR 2017-01-17 10:43:41,452 686896ms WidgetDataController   OnOffProfileData   - An error occurred while executing the command definition. See the inner exception for details.
INFO  2017-01-17 11:00:01,120 1666563ms AlertDataCls           MoveNext           - Alert Processing Scheduler Execute Successfully
DEBUG 2017-01-17 12:41:16,760  5051ms Global                 Application_Start  - Site Starting Debug....
ERROR 2017-01-17 12:42:27,131 75422ms DashboardController    GetDashboard       - An error occurred while executing the command definition. See the inner exception for details.
INFO  2017-01-17 13:00:00,553 1128845ms AlertDataCls           MoveNext           - Alert Processing Scheduler Execute Successfully
ERROR 2017-01-17 13:03:01,432 1309724ms DashboardController    GetDashboard       - An error occurred while executing the command definition. See the inner exception for details.
DEBUG 2017-01-17 13:08:37,238  6775ms Global                 Application_Start  - Site Starting Debug....
ERROR 2017-01-17 13:09:44,442 73979ms DashboardController    GetDashboard       - An error occurred while executing the command definition. See the inner exception for details.
ERROR 2017-01-17 13:31:42,384 1391920ms WidgetDataController   HeatMap            - An error occurred while executing the command definition. See the inner exception for details.
ERROR 2017-01-17 13:44:25,515 2155052ms DashboardController    GetDashboard       - An error occurred while executing the command definition. See the inner exception for details.
INFO  2017-01-17 14:00:00,873 3090410ms AlertDataCls           MoveNext           - Alert Processing Scheduler Execute Successfully
ERROR 2017-01-17 14:27:46,969 4756506ms WidgetDataController   HeatMap            - An error occurred while executing the command definition. See the inner exception for details.
INFO  2017-01-17 15:00:00,246 6689782ms AlertDataCls           MoveNext           - Alert Processing Scheduler Execute Successfully
